ImageID,Num_of_Positive,Num_of_Neutral,Num_of_Negative
3727614777,3,0,0
5489315155,3,0,0
6099199640,3,0,0
5516721831,3,0,0
6080886857,3,0,0
6291426359,3,0,0
2620356362,3,0,0
4317007876,3,0,0
6541705771,3,0,0
4331117232,3,0,0
4835304478,3,0,0
2726894850,3,0,0
3603653722,3,0,0
5699072147,3,0,0
5625456762,3,0,0
5947974582,3,0,0
6314623083,3,0,0
942674846,3,0,0
1482360147,3,0,0
3189325750,3,0,0
5420357689,3,0,0
3586396646,3,0,0
417986094,3,0,0
3196593255,3,0,0
4572734957,3,0,0
5545940941,3,0,0
5048304256,3,0,0
2884529539,3,0,0
623260075,3,0,0
4587038162,3,0,0
5068743009,3,0,0
4417493380,3,0,0
6696943261,3,0,0
2609862751,3,0,0
245448802,3,0,0
6264308622,3,0,0
457702036,3,0,0
4650541865,3,0,0
424816848,3,0,0
6595886429,3,0,0
3616264482,3,0,0
4111840334,3,0,0
6722756391,3,0,0
5809515224,3,0,0
1155041818,3,0,0
5500262532,3,0,0
451802002,3,0,0
2288430286,3,0,0
2219559334,3,0,0
5219144819,3,0,0
6143000472,3,0,0
4971020495,3,0,0
2275330348,3,0,0
2435695539,3,0,0
4086149847,3,0,0
2907993945,3,0,0
2492377900,3,0,0
4769008660,3,0,0
3533417286,3,0,0
6243364069,3,0,0
7026379327,3,0,0
4945613427,3,0,0
50286488,3,0,0
6378819587,3,0,0
4876494634,3,0,0
4960434913,3,0,0
4820755903,3,0,0
4290353382,3,0,0
438901197,3,0,0
435677450,3,0,0
5010604631,3,0,0
5605486477,3,0,0
4936731427,3,0,0
5544330748,3,0,0
6394012943,3,0,0
2872794485,3,0,0
2096027088,3,0,0
6648805131,3,0,0
6829743592,3,0,0
4079360258,3,0,0
3902938691,3,0,0
4164465600,3,0,0
3726078587,3,0,0
4424871635,3,0,0
71097557,3,0,0
5094194287,3,0,0
466147628,3,0,0
259623904,3,0,0
4172833492,3,0,0
2208746530,3,0,0
4017017218,3,0,0
4219358466,3,0,0
4656293651,3,0,0
6679991125,3,0,0
3760964991,3,0,0
6978232354,3,0,0
2742711175,3,0,0
6742175191,3,0,0
4893588278,3,0,0
3082427067,3,0,0
5819442275,3,0,0
6315465096,3,0,0
6790550188,3,0,0
5262221372,3,0,0
18763540,3,0,0
131469460,3,0,0
2183158354,3,0,0
5794288771,3,0,0
4540667959,3,0,0
5014713743,3,0,0
104505632,3,0,0
3010599872,3,0,0
5683926089,3,0,0
410575832,3,0,0
2200336744,3,0,0
2700492779,3,0,0
4713946582,3,0,0
155732920,3,0,0
396953307,3,0,0
5298817287,3,0,0
7269444860,3,0,0
5057618349,3,0,0
6041669984,3,0,0
2113761424,3,0,0
4298314972,3,0,0
2411271320,3,0,0
4688742553,3,0,0
5335590656,3,0,0
12248897,3,0,0
7355034732,3,0,0
4822470050,3,0,0
6945881430,3,0,0
3567876955,3,0,0
972695832,3,0,0
4804824658,3,0,0
5458103380,3,0,0
2484860503,3,0,0
7199043214,3,0,0
4986148009,3,0,0
5245125929,3,0,0
6924401686,3,0,0
4047872093,3,0,0
5047937765,3,0,0
4146292734,3,0,0
320605248,3,0,0
2577661891,3,0,0
6046464082,3,0,0
3161262276,3,0,0
2943145483,3,0,0
3684748469,3,0,0
5132544509,3,0,0
5087328853,3,0,0
4495320990,3,0,0
5406607270,3,0,0
6826240714,3,0,0
3335974672,3,0,0
4731105866,3,0,0
6744519509,3,0,0
4379888647,3,0,0
4555181803,3,0,0
2740329946,3,0,0
6778096178,3,0,0
6173818824,3,0,0
6117731534,3,0,0
3713206051,3,0,0
6359136537,3,0,0
4875222478,3,0,0
4950061153,3,0,0
4877898732,3,0,0
3106021897,3,0,0
5156859880,3,0,0
5760790016,3,0,0
3430109474,3,0,0
3341230060,3,0,0
4882058071,3,0,0
6537811693,3,0,0
4190893835,3,0,0
5893311297,3,0,0
3240207141,3,0,0
3554327416,3,0,0
5107199871,3,0,0
3863807511,3,0,0
171035423,3,0,0
2075276490,3,0,0
4138922039,3,0,0
6281135935,3,0,0
5698480664,3,0,0
5483134463,3,0,0
6608378029,3,0,0
5917720670,3,0,0
473834075,3,0,0
5442466364,3,0,0
6480881763,3,0,0
6131936142,3,0,0
2303053919,3,0,0
5142593266,3,0,0
4592497837,3,0,0
4899424890,3,0,0
269737807,3,0,0
5918585235,3,0,0
6173208909,3,0,0
6960187586,3,0,0
4672292559,3,0,0
7257715624,3,0,0
6918355698,3,0,0
6069717398,3,0,0
5329114731,3,0,0
6833525236,3,0,0
3499329679,3,0,0
3137197131,3,0,0
4651715733,3,0,0
6876020181,3,0,0
902036390,3,0,0
5539478853,3,0,0
2667329435,3,0,0
5966581707,3,0,0
5958762121,3,0,0
7176492600,3,0,0
7101878219,3,0,0
310470733,3,0,0
5929771131,3,0,0
3028647092,3,0,0
4897722721,3,0,0
1363731589,3,0,0
3970259608,3,0,0
1428492576,3,0,0
4588679474,3,0,0
4707978342,3,0,0
2173137327,3,0,0
4538933133,3,0,0
2755176284,3,0,0
5429791747,3,0,0
4360339564,3,0,0
3618826873,3,0,0
2956947536,3,0,0
4812518934,3,0,0
5758835247,3,0,0
3733357664,3,0,0
2680557007,3,0,0
1551373181,3,0,0
454173822,3,0,0
6808473670,3,0,0
4917336111,3,0,0
2746437403,3,0,0
6955957048,3,0,0
6194420037,3,0,0
4712545190,3,0,0
4283794382,3,0,0
2691709400,3,0,0
5101001176,3,0,0
2975924979,3,0,0
6156977855,3,0,0
4942750358,3,0,0
4210031763,3,0,0
2454749714,3,0,0
4636455235,3,0,0
436030991,3,0,0
2352966609,3,0,0
5977152854,3,0,0
2601412847,3,0,0
4503381953,3,0,0
5686623872,3,0,0
5044998254,3,0,0
4251592884,3,0,0
5637052063,3,0,0
7345859016,3,0,0
4804210650,3,0,0
3954077243,3,0,0
3314509911,3,0,0
4850521789,3,0,0
5693485410,3,0,0
7319665068,3,0,0
1096822187,3,0,0
4171156305,3,0,0
5741039770,3,0,0
2235741021,3,0,0
3591773903,3,0,0
5706085544,3,0,0
6760884567,3,0,0
5654857144,3,0,0
5622379406,3,0,0
3347024927,3,0,0
5608881846,3,0,0
4238201540,3,0,0
4820115160,3,0,0
183596688,3,0,0
2681148777,3,0,0
5126830464,3,0,0
5560407977,3,0,0
6134801835,3,0,0
4098598210,3,0,0
6407245663,3,0,0
6315065261,3,0,0
5527507924,3,0,0
2780628006,3,0,0
3203672011,3,0,0
4958402429,3,0,0
3729630416,3,0,0
5638536298,3,0,0
7140224181,3,0,0
1089046474,3,0,0
3138419273,3,0,0
6777050842,3,0,0
98443765,3,0,0
2860276285,3,0,0
5191076083,3,0,0
5442194338,3,0,0
3382479334,3,0,0
3981438439,3,0,0
6520321485,3,0,0
7354960344,3,0,0
4269924440,3,0,0
303958148,3,0,0
7269172012,3,0,0
2869571338,3,0,0
5418120941,3,0,0
221768259,3,0,0
2889284213,3,0,0
234270151,3,0,0
6027790952,3,0,0
6619233421,3,0,0
900220520,3,0,0
5091894054,3,0,0
5917446048,3,0,0
668417446,3,0,0
3666664884,3,0,0
3704746327,3,0,0
5800128353,3,0,0
497419144,3,0,0
6679992051,3,0,0
2852226866,3,0,0
4432774400,3,0,0
3883449571,3,0,0
3194568343,3,0,0
4407329890,3,0,0
229450790,3,0,0
5723200008,3,0,0
5361181233,3,0,0
6998792418,3,0,0
6001383892,3,0,0
3598558845,3,0,0
269491124,3,0,0
2918694265,3,0,0
4169486285,3,0,0
4255600102,3,0,0
7128933393,3,0,0
135455630,3,0,0
5516180530,3,0,0
5542367215,3,0,0
2537503500,3,0,0
5251800910,3,0,0
3127600858,3,0,0
654825062,3,0,0
7244267212,3,0,0
2434338062,3,0,0
5606922439,3,0,0
456038724,3,0,0
4477801856,3,0,0
5084243104,3,0,0
2322632479,3,0,0
4661501914,3,0,0
4358494177,3,0,0
6349064211,3,0,0
3447782636,3,0,0
3283964037,3,0,0
4717579546,3,0,0
5046233924,3,0,0
5076095744,3,0,0
7083505381,3,0,0
7206847848,3,0,0
4853489379,3,0,0
5009814955,3,0,0
5521870170,3,0,0
6088572319,3,0,0
5815574351,3,0,0
243160575,3,0,0
6923426720,3,0,0
1162891556,3,0,0
5873494230,3,0,0
4642838576,3,0,0
5943947302,3,0,0
3581753614,3,0,0
3259281730,3,0,0
2492274719,3,0,0
4144787136,3,0,0
4459258282,3,0,0
4911268451,3,0,0
3432014681,3,0,0
463986669,3,0,0
2528472839,3,0,0
2857702493,3,0,0
6080583511,3,0,0
4697478378,3,0,0
5075345245,3,0,0
5006694921,3,0,0
5756584117,3,0,0
4670326730,3,0,0
5172589594,3,0,0
3714069963,3,0,0
5748219559,3,0,0
317615472,3,0,0
4494078103,3,0,0
4124072005,3,0,0
1935106810,3,0,0
2967892484,3,0,0
5594251333,3,0,0
5798092638,3,0,0
7294691414,3,0,0
2174015017,3,0,0
5551155537,3,0,0
6782442262,3,0,0
6826674753,3,0,0
514376334,3,0,0
2680161781,3,0,0
3236742934,3,0,0
1943810144,3,0,0
5878879230,3,0,0
5291082843,3,0,0
5982559365,3,0,0
6441492079,3,0,0
4102485507,3,0,0
5955145080,3,0,0
310415074,3,0,0
460180284,3,0,0
5472564814,3,0,0
5790562345,3,0,0
4782960053,3,0,0
1656287540,3,0,0
1362555618,3,0,0
6150843008,3,0,0
4798057606,3,0,0
6007969846,3,0,0
1346499615,3,0,0
5245931603,3,0,0
4651695304,3,0,0
4867232458,3,0,0
7096008211,3,0,0
5801467053,3,0,0
6823884829,3,0,0
2781568229,3,0,0
6798489707,3,0,0
6493183985,3,0,0
6098718562,3,0,0
5916659178,3,0,0
3297991711,3,0,0
3758175155,3,0,0
3779474948,3,0,0
5251156920,3,0,0
3516376043,3,0,0
6079941942,3,0,0
5992881532,3,0,0
96892649,3,0,0
5846430719,3,0,0
5942464673,3,0,0
4144028759,3,0,0
6442040227,3,0,0
3370612472,3,0,0
3746344467,3,0,0
5815378984,3,0,0
3311674558,3,0,0
6105301126,3,0,0
6802369848,3,0,0
2144392742,3,0,0
4512233507,3,0,0
4523416410,3,0,0
5994138882,3,0,0
5023367771,3,0,0
2399276372,3,0,0
5404362292,3,0,0
259476651,3,0,0
35109790,3,0,0
3208978112,3,0,0
6566450049,3,0,0
6309813389,3,0,0
1712706859,3,0,0
4323815214,3,0,0
5147218436,3,0,0
3672516693,3,0,0
6341740244,3,0,0
3992981612,3,0,0
5459076206,3,0,0
4296915971,3,0,0
6269626758,3,0,0
5733176620,3,0,0
4028556374,3,0,0
2502517372,3,0,0
4792943780,3,0,0
7261780202,3,0,0
6280078341,3,0,0
1499570687,3,0,0
761468162,3,0,0
6459262305,3,0,0
6069635044,3,0,0
6165464944,3,0,0
5713834615,3,0,0
3505795315,3,0,0
6914473283,3,0,0
5544046160,3,0,0
2668152260,3,0,0
4986907917,3,0,0
4968927823,3,0,0
4265906525,3,0,0
4430998710,3,0,0
5939736706,3,0,0
4311170427,3,0,0
5210551681,3,0,0
69699200,3,0,0
2333755321,3,0,0
5225221232,3,0,0
5575222207,3,0,0
6931062365,3,0,0
6343711306,3,0,0
1844229339,3,0,0
660184613,3,0,0
4356106589,3,0,0
7249516700,3,0,0
5067907453,3,0,0
6527754007,3,0,0
120151406,3,0,0
2470398389,3,0,0
7175593395,3,0,0
4846158224,3,0,0
7298317438,3,0,0
5065162922,3,0,0
5901961699,3,0,0
3731740724,3,0,0
4889965336,3,0,0
1478084090,3,0,0
5224101457,3,0,0
3175060184,3,0,0
4695384009,3,0,0
6039916132,3,0,0
5541125984,3,0,0
2974789026,3,0,0
6594843069,3,0,0
5927377614,3,0,0
2929955072,3,0,0
6093274556,3,0,0
3134619902,3,0,0
513897856,3,0,0
5532492203,3,0,0
460817834,3,0,0
4939867068,3,0,0
5345230058,3,0,0
5148159083,3,0,0
4219458656,3,0,0
5780744709,3,0,0
2669674103,3,0,0
4051104262,3,0,0
6321792901,3,0,0
4766765752,3,0,0
3851778924,3,0,0
5588893986,3,0,0
5352033312,3,0,0
2872816628,3,0,0
6791769742,3,0,0
3275424587,3,0,0
5708888002,3,0,0
6004236528,3,0,0
261411526,3,0,0
6329628353,3,0,0
6210038419,3,0,0
2781570331,3,0,0
457857970,3,0,0
3094881935,3,0,0
465170656,3,0,0
6134881584,3,0,0
3909424479,3,0,0
5422778399,3,0,0
5934767538,3,0,0
2383280922,3,0,0
7216745582,3,0,0
4259055984,3,0,0
2473801902,3,0,0
6762541983,3,0,0
5628589475,3,0,0
2809453440,3,0,0
2904460099,3,0,0
1856093572,3,0,0
7050434937,3,0,0
3090306221,3,0,0
2387685186,3,0,0
4590409496,3,0,0
548913091,3,0,0
7224039768,3,0,0
5903036010,3,0,0
3248614003,3,0,0
155732915,3,0,0
5869302598,3,0,0
4214365070,3,0,0
4307073921,3,0,0
6517042859,3,0,0
3048216693,3,0,0
43208206,3,0,0
3990182166,3,0,0
5955544904,3,0,0
5605189907,3,0,0
5696158390,3,0,0
2235503080,3,0,0
5149848876,3,0,0
2864800575,3,0,0
4847556130,3,0,0
4250667938,3,0,0
4586835213,3,0,0
5391250834,3,0,0
3261328718,3,0,0
6906204447,3,0,0
6026032208,3,0,0
5427839732,3,0,0
4290904392,3,0,0
4971948588,3,0,0
5044920095,3,0,0
2006592933,3,0,0
6064553517,3,0,0
4000471023,3,0,0
6354905457,3,0,0
6480435543,3,0,0
2113560571,3,0,0
2175015407,3,0,0
263785398,3,0,0
2313087076,3,0,0
5744928302,3,0,0
269762541,3,0,0
7162093612,3,0,0
5419344878,3,0,0
3540741978,3,0,0
495041257,3,0,0
2723833628,3,0,0
5772190827,3,0,0
6983907407,3,0,0
442719823,3,0,0
4761922745,3,0,0
1152472156,3,0,0
4931424418,3,0,0
2968396626,3,0,0
5067954722,3,0,0
4797429541,3,0,0
6080320310,3,0,0
381642848,3,0,0
2198698128,3,0,0
6105413945,3,0,0
6219495113,3,0,0
5616148163,3,0,0
5862743887,3,0,0
6905217554,3,0,0
898812608,3,0,0
3279763538,3,0,0
3904904832,3,0,0
3315754726,3,0,0
4586482391,3,0,0
2721882992,3,0,0
3949391177,3,0,0
3608275341,3,0,0
505893631,3,0,0
5799442916,3,0,0
108501238,3,0,0
57698952,3,0,0
6626539517,3,0,0
2994882842,3,0,0
6042865530,3,0,0
130075496,3,0,0
5312723080,3,0,0
3575691416,3,0,0
511509366,3,0,0
3837713764,3,0,0
615195533,3,0,0
4598959555,3,0,0
5299153283,3,0,0
6874520107,3,0,0
4201384713,3,0,0
6152992954,3,0,0
7295977124,3,0,0
7162451791,3,0,0
6253976551,3,0,0
5736726108,3,0,0
5503074114,3,0,0
4583004899,3,0,0
6234336094,3,0,0
4621369516,3,0,0
4483366071,3,0,0
5977476031,3,0,0
5727350574,3,0,0
5987503339,3,0,0
5661438611,3,0,0
7147962981,3,0,0
4919717760,3,0,0
6947391397,3,0,0
5478505316,3,0,0
6832059144,3,0,0
3589084712,3,0,0
3184124918,3,0,0
6897068846,3,0,0
4144803168,3,0,0
5506192599,3,0,0
5987597790,3,0,0
5553711204,3,0,0
5841246642,3,0,0
5695027845,3,0,0
1499575825,3,0,0
3497606484,3,0,0
5273396088,3,0,0
501380575,3,0,0
5781527457,3,0,0
2344002607,3,0,0
5637383777,3,0,0
2663754864,3,0,0
6278164886,3,0,0
6017855967,3,0,0
5929015435,3,0,0
6711778807,3,0,0
5380166644,3,0,0
6521006999,3,0,0
5159285863,3,0,0
3561093181,3,0,0
4582947083,3,0,0
4221000010,3,0,0
7589510,3,0,0
3050544108,3,0,0
4649244270,3,0,0
389010010,3,0,0
5004153666,3,0,0
4243843621,3,0,0
3257908897,3,0,0
2871320720,3,0,0
3617936505,3,0,0
2366417601,3,0,0
5889125831,3,0,0
226290338,3,0,0
3659276237,3,0,0
6199405100,3,0,0
5499129731,3,0,0
6202821147,3,0,0
6216830067,3,0,0
6469844363,3,0,0
3272475630,3,0,0
6660043313,3,0,0
4566721219,3,0,0
489800590,3,0,0
3497608396,3,0,0
2625240254,3,0,0
332490775,3,0,0
210307601,3,0,0
4763858810,3,0,0
5157997841,3,0,0
3624825624,3,0,0
5425316894,3,0,0
1306616782,3,0,0
7101872891,3,0,0
3714781542,3,0,0
4019241627,3,0,0
6804594096,3,0,0
5289810053,3,0,0
4029531597,3,0,0
5808612838,3,0,0
5411518732,3,0,0
3775086254,3,0,0
3518419936,3,0,0
2325172989,3,0,0
5190318211,3,0,0
4156243713,3,0,0
3783185127,3,0,0
6454442625,3,0,0
5311141013,3,0,0
6929523575,3,0,0
5611399775,3,0,0
6879494312,3,0,0
4767736492,3,0,0
5017990570,3,0,0
4753022296,3,0,0
3668717926,3,0,0
2639842007,3,0,0
6071558440,3,0,0
7298394940,3,0,0
155628212,3,0,0
3069866302,3,0,0
4912021276,3,0,0
3396792079,3,0,0
5941879906,3,0,0
4661111593,3,0,0
5336154985,3,0,0
6149701745,3,0,0
4573243254,3,0,0
3081355863,3,0,0
227511917,3,0,0
3141013822,3,0,0
3610384375,3,0,0
3046779189,3,0,0
5922579199,3,0,0
49530458,3,0,0
1673122280,3,0,0
273701841,3,0,0
1059249846,3,0,0
5693036006,3,0,0
2371323962,3,0,0
7194517868,3,0,0
6082386157,3,0,0
2993310406,3,0,0
6414271859,3,0,0
4933068453,3,0,0
7071787147,3,0,0
6983957524,3,0,0
5214729953,3,0,0
4853265536,3,0,0
5963099215,3,0,0
5525550273,3,0,0
5167120804,3,0,0
2364395138,3,0,0
5166652295,3,0,0
1973760850,3,0,0
2321936596,3,0,0
6653946671,3,0,0
2126129079,3,0,0
2233822153,3,0,0
2216193635,3,0,0
5279897972,3,0,0
5316938539,3,0,0
6807995677,3,0,0
6923050971,3,0,0
6899318409,3,0,0
3694233704,3,0,0
6848498170,3,0,0
4258307072,3,0,0
2159983224,3,0,0
5459310199,3,0,0
5992567901,3,0,0
2870582906,3,0,0
4787648116,3,0,0
5840805988,3,0,0
336661578,3,0,0
3616231636,3,0,0
730196621,3,0,0
5409317241,3,0,0
5107993701,3,0,0
5635208948,3,0,0
4990700483,3,0,0
4883234970,3,0,0
4875431310,3,0,0
2203643826,3,0,0
5261466043,3,0,0
5607564994,3,0,0
4133358739,3,0,0
2773511335,3,0,0
898812770,3,0,0
2986193338,3,0,0
5455209632,3,0,0
5178796751,3,0,0
4988559669,3,0,0
4504993988,3,0,0
324754631,3,0,0
6206941634,3,0,0
4834355983,3,0,0
2602098455,3,0,0
6524378479,3,0,0
6836844204,3,0,0
3381662939,3,0,0
6129526991,3,0,0
5586218118,3,0,0
6573580219,3,0,0
2353859675,3,0,0
520882133,3,0,0
3186146317,3,0,0
3737424618,3,0,0
4433664141,3,0,0
5029571975,3,0,0
4446836021,3,0,0
4796975863,3,0,0
5929731876,3,0,0
5744302536,3,0,0
6154654420,3,0,0
6023746988,3,0,0
3618901936,3,0,0
4946029680,3,0,0
417985622,3,0,0
4683586353,3,0,0
3290205102,3,0,0
4727372299,3,0,0
2952121408,3,0,0
3923756151,3,0,0
5896584342,3,0,0
2253834375,3,0,0
2433493383,3,0,0
5050704722,3,0,0
3475730921,3,0,0
6210948014,3,0,0
296893776,3,0,0
7070131635,3,0,0
4730563864,3,0,0
3720618825,3,0,0
6919165711,3,0,0
3147966736,3,0,0
3721202704,3,0,0
5503932697,3,0,0
2095585986,3,0,0
212250195,3,0,0
7178314420,3,0,0
3115072382,3,0,0
2988943918,3,0,0
6246168214,3,0,0
3701476708,3,0,0
3523174391,3,0,0
3343225314,3,0,0
5654884482,3,0,0
2101522788,3,0,0
6023926557,3,0,0
122298359,3,0,0
4790387816,3,0,0
4713923229,3,0,0
1972961075,3,0,0
2564653738,3,0,0
3856204418,3,0,0
4479148489,3,0,0
5063524540,3,0,0
5606084552,3,0,0
5984282642,3,0,0
5744840021,3,0,0
2950166480,3,0,0
6331558356,3,0,0
7053470583,3,0,0
2472227742,3,0,0
2137908990,3,0,0
5869660868,3,0,0
4241104327,3,0,0
5016590215,3,0,0
5800463083,3,0,0
7087643245,3,0,0
5849280553,3,0,0
5615971537,3,0,0
2634174529,3,0,0
3999505391,3,0,0
5255748546,3,0,0
1343415910,3,0,0
6602751805,3,0,0
3088157627,3,0,0
3600096747,3,0,0
4141485568,3,0,0
3580202731,3,0,0
6609168751,3,0,0
4917662621,3,0,0
5831382706,3,0,0
4898452998,3,0,0
5087148462,3,0,0
5101548367,3,0,0
4449669472,3,0,0
7171785646,3,0,0
3326842280,3,0,0
4963582642,3,0,0
4650550565,3,0,0
4464392168,3,0,0
533931234,3,0,0
5594510637,3,0,0
4402011980,3,0,0
4076067408,3,0,0
5785686915,3,0,0
6104271237,3,0,0
4742691091,3,0,0
5334485025,3,0,0
6788416182,3,0,0
2798554905,3,0,0
3196888835,3,0,0
5356442519,3,0,0
4177966762,3,0,0
4138618944,3,0,0
6902996085,3,0,0
4570458331,3,0,0
7235710036,3,0,0
5267235691,3,0,0
3098522843,3,0,0
6061054417,3,0,0
3424042224,3,0,0
6889246772,3,0,0
224786511,3,0,0
3316669595,3,0,0
4890472547,3,0,0
5631567062,3,0,0
4777931759,3,0,0
3864641422,3,0,0
6908387027,3,0,0
5190072084,3,0,0
4885784941,3,0,0
5881171848,3,0,0
2466862780,3,0,0
1398391289,3,0,0
2653041071,3,0,0
5163103220,3,0,0
5312625924,3,0,0
6143924858,3,0,0
5504293217,3,0,0
2974431542,3,0,0
2928020123,3,0,0
184560985,3,0,0
155297253,3,0,0
4242601787,3,0,0
4423692868,3,0,0
3831486282,3,0,0
2033179612,3,0,0
3998363045,3,0,0
4583044169,3,0,0
5598473462,3,0,0
6281057850,3,0,0
5205098851,3,0,0
6571791119,3,0,0
872222259,3,0,0
3988342563,3,0,0
2184873213,3,0,0
2582302673,3,0,0
6925765027,3,0,0
2977630519,3,0,0
300192701,3,0,0
4510200557,3,0,0
3772766441,3,0,0
2360741102,3,0,0
5827821838,3,0,0
2257981081,3,0,0
3713962099,3,0,0
762642341,3,0,0
4911892094,3,0,0
6194813264,3,0,0
7195636012,3,0,0
4630855110,3,0,0
4920148133,3,0,0
3578028238,3,0,0
5667831772,3,0,0
3225593969,3,0,0
2254589757,3,0,0
4143374822,3,0,0
6879994630,3,0,0
2523755391,3,0,0
2001728501,3,0,0
6832830055,3,0,0
6759121681,3,0,0
517382944,3,0,0
495399496,3,0,0
5824937228,3,0,0
5280560541,3,0,0
5449507192,3,0,0
3626637874,3,0,0
2540630961,3,0,0
6098938800,3,0,0
368286443,3,0,0
2777507874,3,0,0
5540756029,3,0,0
2078110066,3,0,0
469245445,3,0,0
6381474585,3,0,0
6862128679,3,0,0
5491962113,3,0,0
6354851197,3,0,0
3197970537,3,0,0
4753333539,3,0,0
4465048278,3,0,0
6806527308,3,0,0
2177553407,3,0,0
4983721998,3,0,0
5210735453,3,0,0
2405998412,3,0,0
4701563642,3,0,0
6301846495,3,0,0
513936394,3,0,0
309758214,3,0,0
5759670544,3,0,0
5033066783,3,0,0
5202891725,3,0,0
6929376710,3,0,0
5969762309,3,0,0
2604935556,3,0,0
4242891184,3,0,0
3404121991,3,0,0
4514197872,3,0,0
3988192501,3,0,0
3453778616,3,0,0
216567896,3,0,0
5174115723,3,0,0
5653390016,3,0,0
2761767299,3,0,0
5415679776,3,0,0
7075260187,3,0,0
5107089837,3,0,0
2492125861,3,0,0
249811635,3,0,0
3414925824,3,0,0
6095904375,3,0,0
6130979642,3,0,0
6018404082,3,0,0
5173736246,3,0,0
6287261240,3,0,0
265896262,3,0,0
5844286655,3,0,0
2722296179,3,0,0
3155084838,3,0,0
6029708387,3,0,0
182375717,3,0,0
4556495022,3,0,0
3823093978,3,0,0
6644857101,3,0,0
403283362,3,0,0
175947897,3,0,0
3746295311,3,0,0
2765671912,3,0,0
2948120204,3,0,0
3385261232,3,0,0
6885945940,3,0,0
2065016987,3,0,0
3452959049,3,0,0
1400993960,3,0,0
4285416836,3,0,0
5838207784,3,0,0
6132856148,3,0,0
7313575486,3,0,0
5149492426,3,0,0
7007340267,3,0,0
5935201879,3,0,0
3378961680,3,0,0
3870396113,3,0,0
2946788661,3,0,0
3246590584,3,0,0
4566378123,3,0,0
3305669928,3,0,0
7066901479,3,0,0
771199469,3,0,0
31896042,3,0,0
5728231508,3,0,0
6912779813,3,0,0
3143275630,3,0,0
5526384302,3,0,0
4726795395,3,0,0
4841021120,3,0,0
6323055414,3,0,0
5756914638,3,0,0
5932504612,3,0,0
3812311065,3,0,0
1499569797,3,0,0
4649897806,3,0,0
6197196375,3,0,0
3039899132,3,0,0
5173767966,3,0,0
7180103103,3,0,0
5022029075,3,0,0
5783278093,3,0,0
4858663429,3,0,0
5166410997,3,0,0
6123826734,3,0,0
2297705049,3,0,0
4798168692,3,0,0
3867709164,3,0,0
6261211425,3,0,0
505012300,3,0,0
6280873674,3,0,0
6836298448,3,0,0
6033901587,3,0,0
4378276294,3,0,0
4904539231,3,0,0
2195913585,3,0,0
3553438186,3,0,0
4808465807,3,0,0
3209949371,3,0,0
4835196940,3,0,0
6794069068,3,0,0
6991645334,3,0,0
5771449605,3,0,0
5812047028,3,0,0
5309900721,3,0,0
7279130898,3,0,0
6217657611,3,0,0
1350706447,3,0,0
5895876304,3,0,0
7100092907,3,0,0
6822491812,3,0,0
6369553985,3,0,0
5541938305,3,0,0
6388264991,3,0,0
5021884419,3,0,0
6263223090,3,0,0
1285973313,3,0,0
3112730782,3,0,0
3475929145,3,0,0
349427169,3,0,0
6099608404,3,0,0
3539121878,3,0,0
3193849081,3,0,0
162802456,3,0,0
